incident_id,road_id,incident_type,severity,date,latitude,longitude,description,data_source
INC001714,R1027,LANDSLIDE,4,2023-01-13,26.187665,91.758966,Synthetic incident record,SYNTHETIC
INC001715,R1028,LANDSLIDE,5,2023-07-24,26.177791,91.745319,Synthetic incident record,SYNTHETIC
INC001716,R1030,ROAD_BLOCKAGE,2,2023-11-24,26.150171,92.17347,Synthetic incident record,SYNTHETIC
INC001717,R1035,FLOOD,2,2023-06-05,24.8626,92.266469,Synthetic incident record,SYNTHETIC
INC001718,R1035,FALLEN_TREE,2,2023-10-13,24.86738,92.278768,Synthetic incident record,SYNTHETIC
INC001719,R1035,LANDSLIDE,3,2023-09-26,24.860876,92.278637,Synthetic incident record,SYNTHETIC
INC001720,R1035,ACCIDENT,5,2023-04-26,24.860789,92.272746,Synthetic incident record,SYNTHETIC
INC001721,R1037,LANDSLIDE,1,2023-06-29,24.79878,92.241029,Synthetic incident record,SYNTHETIC
INC001722,R1038,ACCIDENT,1,2023-08-15,24.812674,92.240238,Synthetic incident record,SYNTHETIC
INC001723,R1039,ROAD_BLOCKAGE,2,2023-03-13,24.818772,92.250767,Synthetic incident record,SYNTHETIC
INC001724,R1039,LANDSLIDE,1,2023-07-09,24.801435,92.248224,Synthetic incident record,SYNTHETIC
INC001725,R1039,FLOOD,5,2023-08-09,24.817455,92.253556,Synthetic incident record,SYNTHETIC
INC001726,R1039,LANDSLIDE,3,2023-07-11,24.808947,92.238605,Synthetic incident record,SYNTHETIC
INC001727,R1045,ROAD_BLOCKAGE,1,2023-03-04,25.045475,91.392076,Synthetic incident record,SYNTHETIC
INC001728,R1046,FALLEN_TREE,3,2023-05-27,25.047973,91.379193,Synthetic incident record,SYNTHETIC
INC001729,R1047,ACCIDENT,2,2023-03-09,25.055679,91.653684,Synthetic incident record,SYNTHETIC
INC001730,R1048,ACCIDENT,4,2023-11-04,25.051002,91.374895,Synthetic incident record,SYNTHETIC
INC001731,R1048,ROAD_BLOCKAGE,4,2023-03-24,25.043677,91.370834,Synthetic incident record,SYNTHETIC
INC001732,R1048,ACCIDENT,2,2023-07-29,25.057274,91.374855,Synthetic incident record,SYNTHETIC
INC001733,R1048,FALLEN_TREE,1,2023-05-17,25.04224,91.378238,Synthetic incident record,SYNTHETIC
INC001734,R1050,FLOOD,1,2023-03-08,24.877885,91.422516,Synthetic incident record,SYNTHETIC
INC001735,R1051,FALLEN_TREE,3,2023-12-26,24.882214,91.432715,Synthetic incident record,SYNTHETIC
INC001736,R1052,ACCIDENT,1,2023-10-10,24.871392,91.332972,Synthetic incident record,SYNTHETIC
INC001737,R1054,FLOOD,4,2023-10-09,24.934241,91.361624,Synthetic incident record,SYNTHETIC
INC001738,R1055,LANDSLIDE,1,2023-05-12,25.050405,91.387101,Synthetic incident record,SYNTHETIC
INC001739,R1056,ACCIDENT,1,2023-06-07,24.878997,92.359263,Synthetic incident record,SYNTHETIC
INC001740,R1057,ACCIDENT,5,2023-08-02,24.895979,92.297205,Synthetic incident record,SYNTHETIC
INC001741,R1058,LANDSLIDE,5,2023-09-07,24.962131,92.39515,Synthetic incident record,SYNTHETIC
INC001742,R1059,ACCIDENT,3,2023-03-11,24.977438,92.387351,Synthetic incident record,SYNTHETIC
INC001743,R1060,ROAD_BLOCKAGE,2,2023-05-29,24.893328,92.368123,Synthetic incident record,SYNTHETIC
INC001744,R1061,ROAD_BLOCKAGE,5,2023-12-11,24.974894,92.381481,Synthetic incident record,SYNTHETIC
INC001745,R1062,FALLEN_TREE,3,2023-01-05,24.958442,92.381352,Synthetic incident record,SYNTHETIC
INC001746,R1064,FLOOD,1,2023-12-15,24.985662,92.470164,Synthetic incident record,SYNTHETIC
INC001747,R1065,ACCIDENT,4,2023-07-07,25.025314,92.438498,Synthetic incident record,SYNTHETIC
INC001748,R1067,FALLEN_TREE,5,2023-07-24,24.856566,91.509833,Synthetic incident record,SYNTHETIC
INC001749,R1068,FLOOD,5,2023-08-08,24.888231,91.484267,Synthetic incident record,SYNTHETIC
INC001750,R1069,ACCIDENT,1,2023-06-11,24.870419,91.478127,Synthetic incident record,SYNTHETIC
INC001751,R1071,LANDSLIDE,2,2023-02-09,25.039538,91.576328,Synthetic incident record,SYNTHETIC
INC001752,R1072,FALLEN_TREE,1,2023-12-01,26.131148,91.778724,Synthetic incident record,SYNTHETIC
INC001753,R1074,FALLEN_TREE,3,2023-05-21,25.066604,91.432992,Synthetic incident record,SYNTHETIC
INC001754,R1075,FALLEN_TREE,3,2023-01-14,24.846593,92.168165,Synthetic incident record,SYNTHETIC
INC001755,R1076,ACCIDENT,5,2023-08-29,24.816695,92.153579,Synthetic incident record,SYNTHETIC
INC001756,R1076,FLOOD,5,2023-02-27,24.824857,92.160126,Synthetic incident record,SYNTHETIC
INC001757,R1076,FLOOD,2,2023-01-20,24.816175,92.162578,Synthetic incident record,SYNTHETIC
INC001758,R1076,ACCIDENT,3,2023-09-30,24.829742,92.166392,Synthetic incident record,SYNTHETIC
INC001759,R1080,ROAD_BLOCKAGE,2,2023-12-03,25.90146,91.876441,Synthetic incident record,SYNTHETIC
INC001760,R1081,LANDSLIDE,3,2023-02-13,25.902745,91.885661,Synthetic incident record,SYNTHETIC
INC001761,R1082,FLOOD,5,2023-03-06,25.907376,91.882663,Synthetic incident record,SYNTHETIC
INC001762,R1083,ACCIDENT,4,2023-08-27,24.865913,92.190418,Synthetic incident record,SYNTHETIC
INC001763,R1085,ROAD_BLOCKAGE,3,2023-10-11,24.883777,92.212218,Synthetic incident record,SYNTHETIC
INC001764,R1090,FLOOD,5,2023-09-21,26.106076,91.79036,Synthetic incident record,SYNTHETIC
INC001765,R1092,FALLEN_TREE,5,2023-10-13,26.149391,91.772103,Synthetic incident record,SYNTHETIC
INC001766,R1095,FALLEN_TREE,2,2023-04-08,26.174115,91.73494,Synthetic incident record,SYNTHETIC
INC001767,R1095,FLOOD,2,2023-04-18,26.165206,91.750313,Synthetic incident record,SYNTHETIC
INC001768,R1095,FALLEN_TREE,2,2023-09-28,26.167306,91.742294,Synthetic incident record,SYNTHETIC
INC001769,R1096,ROAD_BLOCKAGE,2,2023-01-06,26.163936,91.732751,Synthetic incident record,SYNTHETIC
INC001770,R1097,ACCIDENT,1,2023-10-26,26.188206,91.759908,Synthetic incident record,SYNTHETIC
INC001771,R1097,ROAD_BLOCKAGE,1,2023-10-24,26.172856,91.757736,Synthetic incident record,SYNTHETIC
INC001772,R1098,ROAD_BLOCKAGE,2,2023-05-30,26.174164,91.74176,Synthetic incident record,SYNTHETIC
INC001773,R1101,LANDSLIDE,3,2023-03-17,26.124453,91.774126,Synthetic incident record,SYNTHETIC
INC001774,R1104,ACCIDENT,1,2023-03-24,25.533818,91.429978,Synthetic incident record,SYNTHETIC
INC001775,R1105,FLOOD,2,2023-08-25,25.527384,91.430426,Synthetic incident record,SYNTHETIC
INC001776,R1107,LANDSLIDE,3,2023-11-10,26.168884,92.679069,Synthetic incident record,SYNTHETIC
INC001777,R1108,ROAD_BLOCKAGE,5,2023-02-17,26.165158,92.667417,Synthetic incident record,SYNTHETIC
INC001778,R1110,FLOOD,4,2023-06-22,26.171176,92.677953,Synthetic incident record,SYNTHETIC
INC001779,R1112,ROAD_BLOCKAGE,2,2023-02-23,26.167334,92.713097,Synthetic incident record,SYNTHETIC
INC001780,R1116,FLOOD,4,2023-05-24,26.132001,92.766718,Synthetic incident record,SYNTHETIC
INC001781,R1117,FLOOD,3,2023-11-29,26.142906,92.75097,Synthetic incident record,SYNTHETIC
INC001782,R1122,ACCIDENT,4,2023-09-20,26.096424,92.746948,Synthetic incident record,SYNTHETIC
INC001783,R1124,ACCIDENT,5,2023-02-12,26.116401,92.861102,Synthetic incident record,SYNTHETIC
INC001784,R1125,FALLEN_TREE,4,2023-11-21,26.08036,92.859584,Synthetic incident record,SYNTHETIC
INC001785,R1127,FALLEN_TREE,4,2023-05-31,26.064456,92.860226,Synthetic incident record,SYNTHETIC
INC001786,R1128,ACCIDENT,3,2023-10-20,26.074533,92.854759,Synthetic incident record,SYNTHETIC
INC001787,R1130,ACCIDENT,5,2023-01-21,26.06536,92.851929,Synthetic incident record,SYNTHETIC
INC001788,R1131,FLOOD,5,2023-10-08,26.038425,92.79527,Synthetic incident record,SYNTHETIC
INC001789,R1132,FLOOD,5,2023-12-22,26.084223,92.800579,Synthetic incident record,SYNTHETIC
INC001790,R1134,ACCIDENT,1,2023-08-09,26.081885,92.792743,Synthetic incident record,SYNTHETIC
INC001791,R1138,ACCIDENT,1,2023-03-11,26.104922,92.772705,Synthetic incident record,SYNTHETIC
INC001792,R1139,ROAD_BLOCKAGE,5,2023-02-19,26.095255,92.760239,Synthetic incident record,SYNTHETIC
INC001793,R1140,FLOOD,1,2023-11-20,26.077541,92.797219,Synthetic incident record,SYNTHETIC
INC001794,R1141,ROAD_BLOCKAGE,1,2023-04-05,26.131641,92.734108,Synthetic incident record,SYNTHETIC
INC001795,R1148,FLOOD,4,2023-11-18,25.55747,91.776536,Synthetic incident record,SYNTHETIC
INC001796,R1149,FALLEN_TREE,3,2023-09-30,25.535056,91.767382,Synthetic incident record,SYNTHETIC
INC001797,R1154,LANDSLIDE,1,2023-11-23,25.561443,91.777722,Synthetic incident record,SYNTHETIC
INC001798,R1156,FLOOD,2,2023-11-17,25.485049,91.777371,Synthetic incident record,SYNTHETIC
INC001799,R1157,FLOOD,3,2023-09-17,25.47379,91.755904,Synthetic incident record,SYNTHETIC
INC001800,R1159,LANDSLIDE,2,2023-07-14,25.413475,91.710932,Synthetic incident record,SYNTHETIC
INC001801,R1159,ACCIDENT,4,2023-11-01,25.420639,91.70891,Synthetic incident record,SYNTHETIC
INC001802,R1159,FLOOD,1,2023-10-08,25.407356,91.706684,Synthetic incident record,SYNTHETIC
INC001803,R1159,FALLEN_TREE,5,2023-11-29,25.420211,91.710447,Synthetic incident record,SYNTHETIC
INC001804,R1160,LANDSLIDE,2,2023-07-04,25.42419,91.698749,Synthetic incident record,SYNTHETIC
INC001805,R1161,ACCIDENT,2,2023-03-30,25.251445,91.891533,Synthetic incident record,SYNTHETIC
INC001806,R1163,ACCIDENT,2,2023-12-18,25.481775,91.740445,Synthetic incident record,SYNTHETIC
INC001807,R1166,LANDSLIDE,2,2023-06-13,25.470953,91.83095,Synthetic incident record,SYNTHETIC
INC001808,R1169,FALLEN_TREE,2,2023-04-11,25.603455,91.80527,Synthetic incident record,SYNTHETIC
INC001809,R1170,FLOOD,2,2023-11-30,25.588351,91.774229,Synthetic incident record,SYNTHETIC
INC001810,R1171,ACCIDENT,5,2023-05-30,25.578165,91.773997,Synthetic incident record,SYNTHETIC
INC001811,R1172,ACCIDENT,2,2023-08-05,25.581583,91.776633,Synthetic incident record,SYNTHETIC
INC001812,R1173,ROAD_BLOCKAGE,5,2023-07-14,25.589529,91.79502,Synthetic incident record,SYNTHETIC
INC001813,R1174,ACCIDENT,1,2023-05-29,25.569306,91.743781,Synthetic incident record,SYNTHETIC
INC001814,R1174,ACCIDENT,1,2023-03-28,25.567764,91.738766,Synthetic incident record,SYNTHETIC
INC001815,R1174,FALLEN_TREE,5,2023-06-18,25.565845,91.741891,Synthetic incident record,SYNTHETIC
INC001816,R1175,ROAD_BLOCKAGE,1,2023-12-09,25.596438,91.808466,Synthetic incident record,SYNTHETIC
INC001817,R1175,ROAD_BLOCKAGE,5,2023-09-02,25.596102,91.800001,Synthetic incident record,SYNTHETIC
INC001818,R1177,LANDSLIDE,2,2023-10-18,25.562997,92.061038,Synthetic incident record,SYNTHETIC
INC001819,R1177,LANDSLIDE,4,2023-11-21,25.552796,92.054781,Synthetic incident record,SYNTHETIC
INC001820,R1177,ROAD_BLOCKAGE,5,2023-12-09,25.546642,92.06657,Synthetic incident record,SYNTHETIC
INC001821,R1178,ROAD_BLOCKAGE,1,2023-08-06,25.54226,92.057996,Synthetic incident record,SYNTHETIC
INC001822,R1180,ACCIDENT,5,2023-04-21,25.555135,91.912754,Synthetic incident record,SYNTHETIC
INC001823,R1181,ROAD_BLOCKAGE,4,2023-06-10,25.926384,92.682299,Synthetic incident record,SYNTHETIC
INC001824,R1182,ACCIDENT,3,2023-07-31,24.841467,92.087087,Synthetic incident record,SYNTHETIC
INC001825,R1182,FALLEN_TREE,5,2023-10-02,24.84206,92.084401,Synthetic incident record,SYNTHETIC
INC001826,R1182,FALLEN_TREE,5,2023-07-07,24.842805,92.078168,Synthetic incident record,SYNTHETIC
INC001827,R1183,FLOOD,2,2023-02-12,24.829268,92.088122,Synthetic incident record,SYNTHETIC
INC001828,R1184,ACCIDENT,1,2023-04-25,24.833818,92.110081,Synthetic incident record,SYNTHETIC
INC001829,R1185,ROAD_BLOCKAGE,2,2023-07-30,24.841008,92.119654,Synthetic incident record,SYNTHETIC
INC001830,R1186,ACCIDENT,1,2023-01-11,24.824746,92.110452,Synthetic incident record,SYNTHETIC
INC001831,R1187,ROAD_BLOCKAGE,4,2023-08-08,24.838789,92.116394,Synthetic incident record,SYNTHETIC
INC001832,R1188,LANDSLIDE,4,2023-09-20,24.828865,92.11223,Synthetic incident record,SYNTHETIC
INC001833,R1189,FALLEN_TREE,5,2023-12-24,24.823429,92.118378,Synthetic incident record,SYNTHETIC
INC001834,R1190,LANDSLIDE,5,2023-11-05,24.814773,92.120634,Synthetic incident record,SYNTHETIC
INC001835,R1191,ROAD_BLOCKAGE,1,2023-02-23,24.814806,92.1336,Synthetic incident record,SYNTHETIC
INC001836,R1193,FALLEN_TREE,2,2023-05-02,24.816945,92.147806,Synthetic incident record,SYNTHETIC
INC001837,R1194,FALLEN_TREE,3,2023-08-23,24.830901,92.139723,Synthetic incident record,SYNTHETIC
INC001838,R1196,LANDSLIDE,3,2023-09-27,24.817154,92.149801,Synthetic incident record,SYNTHETIC
INC001839,R1197,LANDSLIDE,3,2023-08-26,24.820619,92.144921,Synthetic incident record,SYNTHETIC
INC001840,R1198,FLOOD,1,2023-02-16,24.85191,92.070923,Synthetic incident record,SYNTHETIC
INC001841,R1199,LANDSLIDE,2,2023-01-07,24.851508,92.06,Synthetic incident record,SYNTHETIC
INC001842,R1200,LANDSLIDE,4,2023-11-02,24.806256,92.069499,Synthetic incident record,SYNTHETIC
INC001843,R1202,FLOOD,4,2023-01-04,24.811267,92.10687,Synthetic incident record,SYNTHETIC
INC001844,R1205,FALLEN_TREE,3,2023-06-27,25.304032,91.580599,Synthetic incident record,SYNTHETIC
INC001845,R1206,LANDSLIDE,2,2023-09-01,25.292459,91.579508,Synthetic incident record,SYNTHETIC
INC001846,R1207,ACCIDENT,5,2023-01-16,24.836203,92.094396,Synthetic incident record,SYNTHETIC
INC001847,R1210,ROAD_BLOCKAGE,2,2023-02-08,26.147871,91.691947,Synthetic incident record,SYNTHETIC
INC001848,R1211,FALLEN_TREE,5,2023-09-25,26.179213,91.750823,Synthetic incident record,SYNTHETIC
INC001849,R1211,FLOOD,5,2023-09-14,26.169102,91.754909,Synthetic incident record,SYNTHETIC
INC001850,R1211,ROAD_BLOCKAGE,5,2023-03-11,26.174707,91.751187,Synthetic incident record,SYNTHETIC
INC001851,R1212,FLOOD,1,2023-04-05,26.143703,91.823658,Synthetic incident record,SYNTHETIC
INC001852,R1213,LANDSLIDE,5,2023-08-17,26.134902,91.808728,Synthetic incident record,SYNTHETIC
INC001853,R1214,FALLEN_TREE,2,2023-09-04,26.124196,91.808179,Synthetic incident record,SYNTHETIC
INC001854,R1215,ROAD_BLOCKAGE,2,2023-06-21,26.121038,91.80912,Synthetic incident record,SYNTHETIC
INC001855,R1216,FLOOD,3,2023-07-05,26.129576,91.798878,Synthetic incident record,SYNTHETIC
INC001856,R1216,FLOOD,5,2023-03-09,26.124713,91.803201,Synthetic incident record,SYNTHETIC
INC001857,R1216,FLOOD,1,2023-01-22,26.125088,91.816619,Synthetic incident record,SYNTHETIC
INC001858,R1221,ACCIDENT,3,2023-05-24,26.17622,91.663248,Synthetic incident record,SYNTHETIC
INC001859,R1221,FALLEN_TREE,5,2023-04-29,26.168461,91.660376,Synthetic incident record,SYNTHETIC
INC001860,R1222,FLOOD,5,2023-02-22,26.1856,91.752733,Synthetic incident record,SYNTHETIC
INC001861,R1225,ROAD_BLOCKAGE,4,2023-12-05,26.116229,91.767462,Synthetic incident record,SYNTHETIC
INC001862,R1225,ROAD_BLOCKAGE,2,2023-04-21,26.118479,91.781627,Synthetic incident record,SYNTHETIC
INC001863,R1226,FALLEN_TREE,5,2023-06-24,26.111471,91.740937,Synthetic incident record,SYNTHETIC
INC001864,R1228,LANDSLIDE,2,2023-01-09,26.191403,91.786859,Synthetic incident record,SYNTHETIC
INC001865,R1230,ROAD_BLOCKAGE,1,2023-04-23,26.159937,91.761382,Synthetic incident record,SYNTHETIC
INC001866,R1232,LANDSLIDE,4,2023-01-12,26.177257,91.678207,Synthetic incident record,SYNTHETIC
INC001867,R1236,ACCIDENT,2,2023-01-25,26.148432,91.673644,Synthetic incident record,SYNTHETIC
INC001868,R1236,ROAD_BLOCKAGE,3,2023-11-11,26.145665,91.67941,Synthetic incident record,SYNTHETIC
INC001869,R1236,ACCIDENT,4,2023-06-09,26.155374,91.67431,Synthetic incident record,SYNTHETIC
INC001870,R1236,ROAD_BLOCKAGE,2,2023-03-09,26.149123,91.66797,Synthetic incident record,SYNTHETIC
INC001871,R1237,FALLEN_TREE,5,2023-01-06,26.160984,91.671202,Synthetic incident record,SYNTHETIC
INC001872,R1240,FLOOD,5,2023-04-28,26.161207,91.683102,Synthetic incident record,SYNTHETIC
INC001873,R1241,FLOOD,1,2023-06-24,26.196834,91.741687,Synthetic incident record,SYNTHETIC
INC001874,R1243,FALLEN_TREE,4,2023-05-27,26.192206,91.740551,Synthetic incident record,SYNTHETIC
INC001875,R1243,ROAD_BLOCKAGE,2,2023-08-04,26.180343,91.743931,Synthetic incident record,SYNTHETIC
INC001876,R1244,ROAD_BLOCKAGE,4,2023-08-08,24.889528,91.867019,Synthetic incident record,SYNTHETIC
INC001877,R1245,FLOOD,3,2023-06-29,26.204494,91.790254,Synthetic incident record,SYNTHETIC
INC001878,R1245,FALLEN_TREE,4,2023-04-08,26.200211,91.798255,Synthetic incident record,SYNTHETIC
INC001879,R1246,ACCIDENT,5,2023-05-30,24.980682,92.043259,Synthetic incident record,SYNTHETIC
INC001880,R1247,FALLEN_TREE,2,2023-11-24,25.069113,91.420703,Synthetic incident record,SYNTHETIC
INC001881,R1248,ROAD_BLOCKAGE,3,2023-03-26,26.114189,91.701172,Synthetic incident record,SYNTHETIC
INC001882,R1251,LANDSLIDE,5,2023-06-07,26.124686,91.716215,Synthetic incident record,SYNTHETIC
INC001883,R1254,ROAD_BLOCKAGE,2,2023-10-28,26.107152,91.69988,Synthetic incident record,SYNTHETIC
INC001884,R1254,ROAD_BLOCKAGE,1,2023-05-15,26.118264,91.709774,Synthetic incident record,SYNTHETIC
INC001885,R1260,ACCIDENT,5,2023-10-23,26.171096,91.669719,Synthetic incident record,SYNTHETIC
INC001886,R1261,LANDSLIDE,2,2023-04-02,24.82331,92.803185,Synthetic incident record,SYNTHETIC
INC001887,R1261,FALLEN_TREE,3,2023-10-24,24.821249,92.798624,Synthetic incident record,SYNTHETIC
INC001888,R1261,FALLEN_TREE,3,2023-05-22,24.813418,92.795483,Synthetic incident record,SYNTHETIC
INC001889,R1261,LANDSLIDE,4,2023-08-13,24.813153,92.805425,Synthetic incident record,SYNTHETIC
INC001890,R1263,LANDSLIDE,5,2023-08-25,24.880431,91.862147,Synthetic incident record,SYNTHETIC
INC001891,R1265,FLOOD,5,2023-05-06,24.835283,92.869324,Synthetic incident record,SYNTHETIC
INC001892,R1270,ROAD_BLOCKAGE,1,2023-07-01,24.903437,92.892218,Synthetic incident record,SYNTHETIC
INC001893,R1271,FLOOD,1,2023-12-02,24.798733,92.809947,Synthetic incident record,SYNTHETIC
INC001894,R1274,ROAD_BLOCKAGE,2,2023-01-21,24.898247,91.856897,Synthetic incident record,SYNTHETIC
INC001895,R1275,ACCIDENT,5,2023-01-30,26.001811,92.859434,Synthetic incident record,SYNTHETIC
INC001896,R1279,FLOOD,4,2023-07-10,26.008135,92.839776,Synthetic incident record,SYNTHETIC
INC001897,R1281,FALLEN_TREE,4,2023-05-23,25.996042,92.86147,Synthetic incident record,SYNTHETIC
INC001898,R1282,FLOOD,5,2023-04-21,26.005555,92.861767,Synthetic incident record,SYNTHETIC
INC001899,R1283,LANDSLIDE,5,2023-07-08,25.995743,92.859377,Synthetic incident record,SYNTHETIC
INC001900,R1288,FLOOD,4,2023-06-13,24.843704,92.163907,Synthetic incident record,SYNTHETIC
INC001901,R1289,ACCIDENT,5,2023-03-14,26.092337,91.578994,Synthetic incident record,SYNTHETIC
INC001902,R1292,FLOOD,4,2023-06-28,24.902853,91.880749,Synthetic incident record,SYNTHETIC
INC001903,R1293,FALLEN_TREE,2,2023-07-02,24.861083,91.879712,Synthetic incident record,SYNTHETIC
INC001904,R1293,ROAD_BLOCKAGE,2,2023-12-25,24.871109,91.8808,Synthetic incident record,SYNTHETIC
INC001905,R1293,FALLEN_TREE,3,2023-04-09,24.867018,91.879182,Synthetic incident record,SYNTHETIC
INC001906,R1294,LANDSLIDE,4,2023-11-11,24.876881,91.875127,Synthetic incident record,SYNTHETIC
INC001907,R1297,ACCIDENT,3,2023-02-04,24.893011,91.87534,Synthetic incident record,SYNTHETIC
INC001908,R1300,FLOOD,4,2023-04-21,25.110748,92.091022,Synthetic incident record,SYNTHETIC
INC001909,R1301,FALLEN_TREE,3,2023-03-24,25.119285,92.151372,Synthetic incident record,SYNTHETIC
INC001910,R1302,FLOOD,5,2023-02-03,25.096279,92.143114,Synthetic incident record,SYNTHETIC
INC001911,R1303,ROAD_BLOCKAGE,2,2023-12-03,25.104192,92.129503,Synthetic incident record,SYNTHETIC
INC001912,R1304,FLOOD,5,2023-03-16,26.104284,91.55775,Synthetic incident record,SYNTHETIC
INC001913,R1305,ROAD_BLOCKAGE,4,2023-07-03,26.077656,91.57416,Synthetic incident record,SYNTHETIC
INC001914,R1306,ACCIDENT,3,2023-11-23,26.079116,91.57034,Synthetic incident record,SYNTHETIC
INC001915,R1306,LANDSLIDE,3,2023-09-03,26.082625,91.573433,Synthetic incident record,SYNTHETIC
INC001916,R1307,ROAD_BLOCKAGE,3,2023-08-18,26.074566,91.559235,Synthetic incident record,SYNTHETIC
INC001917,R1308,ROAD_BLOCKAGE,1,2023-06-27,26.094189,91.804395,Synthetic incident record,SYNTHETIC
INC001918,R1310,ROAD_BLOCKAGE,4,2023-02-17,26.126138,91.431997,Synthetic incident record,SYNTHETIC
INC001919,R1311,ACCIDENT,4,2023-09-10,24.825778,92.933279,Synthetic incident record,SYNTHETIC
INC001920,R1313,ROAD_BLOCKAGE,2,2023-02-19,24.815533,92.935845,Synthetic incident record,SYNTHETIC
INC001921,R1314,FALLEN_TREE,1,2023-09-04,24.874398,91.899028,Synthetic incident record,SYNTHETIC
INC001922,R1315,ACCIDENT,1,2023-12-18,24.87999,91.914423,Synthetic incident record,SYNTHETIC
INC001923,R1318,FLOOD,2,2023-03-20,26.097156,91.595827,Synthetic incident record,SYNTHETIC
INC001924,R1319,ROAD_BLOCKAGE,2,2023-07-11,26.08656,91.559134,Synthetic incident record,SYNTHETIC
INC001925,R1323,FALLEN_TREE,3,2023-04-04,26.15024,91.781304,Synthetic incident record,SYNTHETIC
INC001926,R1324,ROAD_BLOCKAGE,1,2023-09-29,26.170134,91.77428,Synthetic incident record,SYNTHETIC
INC001927,R1324,FALLEN_TREE,2,2023-12-02,26.158202,91.775851,Synthetic incident record,SYNTHETIC
INC001928,R1324,FALLEN_TREE,5,2023-12-16,26.16499,91.780724,Synthetic incident record,SYNTHETIC
INC001929,R1324,FALLEN_TREE,1,2023-05-28,26.153102,91.768337,Synthetic incident record,SYNTHETIC
INC001930,R1326,FLOOD,5,2023-07-04,26.151189,91.776072,Synthetic incident record,SYNTHETIC
INC001931,R1327,LANDSLIDE,1,2023-09-08,26.151251,91.77856,Synthetic incident record,SYNTHETIC
INC001932,R1329,ROAD_BLOCKAGE,3,2023-05-12,26.166996,91.763696,Synthetic incident record,SYNTHETIC
INC001933,R1330,ACCIDENT,4,2023-06-10,26.177119,91.75236,Synthetic incident record,SYNTHETIC
INC001934,R1331,FLOOD,1,2023-11-14,26.167742,91.74805,Synthetic incident record,SYNTHETIC
INC001935,R1333,ROAD_BLOCKAGE,5,2023-01-18,26.169317,91.767616,Synthetic incident record,SYNTHETIC
INC001936,R1334,FLOOD,2,2023-03-20,26.173327,91.768783,Synthetic incident record,SYNTHETIC
INC001937,R1335,FLOOD,2,2023-07-15,26.174614,91.768408,Synthetic incident record,SYNTHETIC
INC001938,R1337,FALLEN_TREE,2,2023-11-01,26.171854,91.760724,Synthetic incident record,SYNTHETIC
INC001939,R1338,ROAD_BLOCKAGE,3,2023-01-09,26.157005,91.764659,Synthetic incident record,SYNTHETIC
INC001940,R1339,ROAD_BLOCKAGE,1,2023-11-24,26.176831,91.770342,Synthetic incident record,SYNTHETIC
INC001941,R1339,ROAD_BLOCKAGE,4,2023-11-12,26.179022,91.773056,Synthetic incident record,SYNTHETIC
INC001942,R1339,FLOOD,1,2023-05-06,26.180534,91.772122,Synthetic incident record,SYNTHETIC
INC001943,R1341,LANDSLIDE,3,2023-04-22,26.181427,91.78582,Synthetic incident record,SYNTHETIC
INC001944,R1342,FALLEN_TREE,1,2023-02-26,26.170324,91.783718,Synthetic incident record,SYNTHETIC
INC001945,R1343,ROAD_BLOCKAGE,1,2023-12-07,26.185714,91.767245,Synthetic incident record,SYNTHETIC
INC001946,R1346,FLOOD,4,2023-01-16,26.156478,91.787626,Synthetic incident record,SYNTHETIC
INC001947,R1346,LANDSLIDE,1,2023-03-06,26.16983,91.780596,Synthetic incident record,SYNTHETIC
INC001948,R1346,ACCIDENT,2,2023-07-06,26.170865,91.774531,Synthetic incident record,SYNTHETIC
INC001949,R1346,ROAD_BLOCKAGE,2,2023-10-29,26.172152,91.785638,Synthetic incident record,SYNTHETIC
INC001950,R1347,LANDSLIDE,4,2023-05-05,24.973269,91.864427,Synthetic incident record,SYNTHETIC
INC001951,R1349,FLOOD,5,2023-08-27,24.970039,91.869437,Synthetic incident record,SYNTHETIC
INC001952,R1352,ACCIDENT,5,2023-12-01,24.989114,91.911217,Synthetic incident record,SYNTHETIC
INC001953,R1354,FLOOD,1,2023-08-07,24.994239,91.914873,Synthetic incident record,SYNTHETIC
INC001954,R1355,FALLEN_TREE,2,2023-03-28,24.986744,91.91931,Synthetic incident record,SYNTHETIC
INC001955,R1361,ROAD_BLOCKAGE,2,2023-04-07,24.957353,91.81004,Synthetic incident record,SYNTHETIC
INC001956,R1362,LANDSLIDE,5,2023-10-14,24.954757,91.793067,Synthetic incident record,SYNTHETIC
INC001957,R1363,FLOOD,2,2023-06-29,24.981839,91.906329,Synthetic incident record,SYNTHETIC
INC001958,R1364,LANDSLIDE,2,2023-08-16,24.949047,91.795483,Synthetic incident record,SYNTHETIC
INC001959,R1368,LANDSLIDE,3,2023-11-03,24.898121,92.892797,Synthetic incident record,SYNTHETIC
INC001960,R1369,FLOOD,2,2023-07-28,25.250048,91.733512,Synthetic incident record,SYNTHETIC
INC001961,R1371,ACCIDENT,2,2023-04-24,25.227057,91.576636,Synthetic incident record,SYNTHETIC
INC001962,R1371,ROAD_BLOCKAGE,5,2023-07-22,25.210498,91.581974,Synthetic incident record,SYNTHETIC
INC001963,R1371,LANDSLIDE,1,2023-06-15,25.213426,91.580688,Synthetic incident record,SYNTHETIC
INC001964,R1372,LANDSLIDE,4,2023-11-09,25.214518,91.528815,Synthetic incident record,SYNTHETIC
