road_id,elevation,elevation_min,elevation_max,slope,terrain_type
R1321,374.71032340101465,343.1854829994221,392.970849998206,7.32,MODERATE
R1322,365.95446801131885,353.13246546292305,414.7472994209605,0.92,FLAT
R1323,437.1783566592202,389.8170370139946,448.1785211732439,30.0,VERY_STEEP
R1324,371.9213987358044,331.2673475135088,413.3526847515546,4.76,GENTLE
R1325,447.5865255819131,411.26852913372943,470.44132381154793,5.84,MODERATE
R1326,383.68957917711066,340.7337239121241,395.18909745189706,30.0,VERY_STEEP
R1327,368.2117915688699,332.3109997460634,414.92389317725326,19.34,VERY_STEEP
R1328,428.9698507142479,380.2120748272763,444.5555439226313,11.5,STEEP
R1329,415.8707775500876,377.31245963549674,447.9419488991154,12.73,STEEP
R1330,399.8195716453139,352.833227262024,420.7817399424958,17.71,VERY_STEEP
R1331,405.5363550937631,374.85107941333763,418.1440671811508,8.88,MODERATE
R1332,421.9201778272264,407.2376013079519,433.91707725376153,5.08,MODERATE
R1333,372.84547413312987,341.71836527620917,387.4677420865834,8.59,MODERATE
R1334,449.6333916056742,434.55847848315045,462.4880721612494,3.35,GENTLE
R1335,447.4793162146783,413.7795770476221,487.90164083547523,30.0,VERY_STEEP
R1336,415.0325686346937,385.73284621358715,444.45521672603087,3.82,GENTLE
R1337,369.9542450929145,335.05122917960324,393.66992874687367,30.0,VERY_STEEP
R1338,418.02282424312915,407.6209450009359,444.75758064840943,15.26,VERY_STEEP
R1339,357.2198408979176,339.42622123170304,404.37771032082253,30.0,VERY_STEEP
R1340,353.0652502205806,323.41203294409536,399.49532273010647,2.61,GENTLE
R1341,375.7682888511214,327.748146387556,414.39534805602443,4.39,GENTLE
R1342,396.26229567393165,370.9179340597253,441.64959077079914,30.0,VERY_STEEP
R1343,436.82725054083807,409.85236949869267,459.6131716443431,30.0,VERY_STEEP
R1344,422.7169069766308,384.1290634163659,447.9612800169621,14.93,STEEP
R1345,424.2706521199981,390.1189418285534,458.8191393941672,5.92,MODERATE
R1346,392.54933344480753,370.5922874408742,427.4943713366981,1.45,FLAT
R1347,384.59349925469627,358.1608434319992,413.8614927751899,30.0,VERY_STEEP
R1348,387.10387629846025,368.39588434417095,413.1301902359784,2.22,GENTLE
R1349,448.7649563736058,400.1240980083975,498.2121688379536,30.0,VERY_STEEP
R1350,354.0109191412482,338.78554387895383,396.8558641859572,4.65,GENTLE
R1351,436.70314961224483,411.82967822958807,464.1023575277666,30.0,VERY_STEEP
R1352,407.86754085723936,396.83398196843893,446.9592399468221,30.0,VERY_STEEP
R1353,393.86154191895906,374.9903622416172,414.64400964905747,30.0,VERY_STEEP
R1354,422.52576604151363,381.30692050630745,436.5325390910068,30.0,VERY_STEEP
R1355,398.6668941424703,380.6198848509151,422.76413516457995,5.56,MODERATE
R1356,437.34232380816604,424.13978770700743,463.46123581310184,3.03,GENTLE
R1357,440.07018640112585,411.0920592073449,450.7316713835527,30.0,VERY_STEEP
R1358,392.1720926873455,381.7733232979648,434.7637727527814,9.26,MODERATE
R1359,377.6827797235052,364.29213354645185,402.0505158190724,30.0,VERY_STEEP
R1360,409.23503285933623,366.92999807681724,442.4517594905421,3.29,GENTLE
R1361,441.2363345616691,400.3774007672848,454.19486205250735,3.45,GENTLE
R1362,371.06621890056664,324.4606660843708,388.06609205059,11.0,STEEP
R1363,412.2966583563483,368.1160409199183,457.8844073694507,30.0,VERY_STEEP
R1364,413.15602200925207,375.82899947965933,447.5035231245641,30.0,VERY_STEEP
R1365,423.3113022415281,411.2179879495016,471.3226642483475,1.81,FLAT
R1366,363.156768512726,321.8428237932597,413.10676988837866,11.48,STEEP
R1367,421.58249646820883,377.7620640345864,446.4569010815326,30.0,VERY_STEEP
R1368,440.9032520665641,398.9399662356859,462.8553746298951,8.32,MODERATE
R1369,367.9683108870242,337.6291494747031,412.30255309338804,30.0,VERY_STEEP
R1370,373.7543324923878,354.4382589464085,423.69878957388596,30.0,VERY_STEEP
R1371,447.13950940416396,403.3263103766149,482.32515877346225,4.19,GENTLE
R1372,368.097695270949,329.0111828813434,409.90332417140985,9.83,MODERATE
R1373,435.4385093369579,386.20806236140385,476.7083436895689,30.0,VERY_STEEP
R1374,399.2277856448035,383.00008173456615,423.44137397358537,0.53,FLAT
R1375,374.7231074403177,355.69652411823546,407.69392265060117,30.0,VERY_STEEP
R1376,437.0749901272511,418.603064131991,480.39726777781965,30.0,VERY_STEEP
R1377,394.53052550026655,352.8289347954131,432.0550805507088,30.0,VERY_STEEP
R1378,401.48173539296903,384.0054435349643,412.32828795225055,1.4,FLAT
R1379,385.9233369399766,373.2569437470444,409.39156369587795,3.45,GENTLE
R1380,409.29508514349277,359.35265288006764,425.074113007277,5.44,MODERATE
R1381,366.3523872585023,355.3596988006963,385.67127574162384,30.0,VERY_STEEP
R1382,389.1081536651761,345.69839125882146,435.3277327648291,13.99,STEEP
R1383,446.94123223352875,422.32655857150263,458.4169637899595,6.48,MODERATE
R1384,375.81334327011274,332.1487248798001,394.6053717485897,1.6,FLAT
R1385,415.6736664541292,383.4888468056834,438.0564405436585,2.1,GENTLE
R1386,382.5190064224695,336.4537572430151,417.1943693011253,5.27,MODERATE
R1387,427.3473125686601,380.299593112075,458.71138017209466,30.0,VERY_STEEP
R1388,363.087366071835,352.723438820604,381.8181453859704,30.0,VERY_STEEP
R1389,446.9821045078545,433.96561746814297,463.5517471967807,1.29,FLAT
R1390,395.37895413836395,375.3646049555297,414.8508755222087,30.0,VERY_STEEP
R1391,373.6050463346464,336.8324296801063,403.7062314027126,13.61,STEEP
R1392,357.3496747330013,311.81878687254107,378.19678616144944,30.0,VERY_STEEP
R1393,366.9757905087541,338.57811245699554,414.87989057306294,30.0,VERY_STEEP
R1394,401.97739485560174,367.6984702046311,430.5320037127556,30.0,VERY_STEEP
R1395,383.70031764312864,366.1603235313062,396.05215830491414,8.28,MODERATE
R1396,432.8883365882609,390.6896632329935,472.0589928217263,30.0,VERY_STEEP
R1397,393.0887523661806,344.3956279120418,416.2425638945402,30.0,VERY_STEEP
R1398,374.871427258763,354.1274699421791,411.0109845410929,30.0,VERY_STEEP
R1399,411.714498660403,381.92146059638117,432.8982734813323,3.16,GENTLE
R1400,420.6777216885446,407.2330772682896,453.50747135787736,30.0,VERY_STEEP
R1401,366.70419079009497,334.33872453157625,407.5902909823935,4.5,GENTLE
R1402,366.7619216288318,336.65058395496453,413.8822712998139,20.67,VERY_STEEP
R1403,353.6671426933543,337.8896833271512,374.1122284706774,30.0,VERY_STEEP
R1404,423.64020150656404,395.95755298184105,447.0344795465233,11.44,STEEP
R1405,416.3804527621805,393.01626667871795,444.95110957361806,30.0,VERY_STEEP
R1406,397.4630875749814,366.5898525627738,444.5500810844209,17.89,VERY_STEEP
R1407,434.4170448969197,400.99087147976775,480.472519169346,30.0,VERY_STEEP
R1408,430.5670152950053,420.2271921507169,444.1621464990308,1.92,FLAT
R1409,408.5354364396752,368.095197121693,423.81262946982764,30.0,VERY_STEEP
R1410,436.8271280513259,398.30655637685624,466.6474951445514,30.0,VERY_STEEP
R1411,370.58412100367684,345.93266555541595,384.8488919158938,30.0,VERY_STEEP
R1412,361.1919619397728,349.07452451702005,385.0151968737207,3.43,GENTLE
R1413,376.97496115169895,336.7776595602969,392.91037628039805,30.0,VERY_STEEP
R1414,355.7086856089315,307.50167918980617,391.1502998142069,7.1,MODERATE
R1415,403.1169528001032,383.51088895922265,451.0967700696697,30.0,VERY_STEEP
R1416,443.66056922949616,420.71958468001463,493.52992004127145,0.75,FLAT
R1417,353.934354066851,336.58183848757835,378.94399936672755,0.44,FLAT
R1418,362.2109914010027,329.1335464672091,396.17149688558715,0.71,FLAT
R1419,395.21990282834355,379.02624704244533,439.4706089693068,22.93,VERY_STEEP
R1420,443.3875017527905,419.13974401433535,458.0859846646459,0.41,FLAT
R1421,381.61561049767505,343.73508994030453,419.19818693975367,1.74,FLAT
R1422,400.72348086883926,368.31884154846534,427.077227337842,30.0,VERY_STEEP
R1423,354.1572859050392,328.6987833319218,372.4031323162458,4.73,GENTLE
R1424,364.8343200962089,338.0243360239072,390.9444648461066,26.41,VERY_STEEP
R1425,448.6630122958847,416.17857699095555,461.7014237744814,30.0,VERY_STEEP
R1426,446.51186964360454,436.27728052811807,484.32815558717675,1.97,FLAT
R1427,350.49399809344095,337.35360335529657,370.6037048433791,0.56,FLAT
R1428,445.1811785423239,399.93085583180346,467.63740434411903,1.14,FLAT
R1429,413.91199378155005,400.79683421789844,428.75524571120854,0.87,FLAT
R1430,436.7918294520022,398.519685603582,481.37819400759787,30.0,VERY_STEEP
R1431,395.4739855633859,348.6724589990238,425.2117567346954,30.0,VERY_STEEP
R1432,401.55960285792503,380.73225868585575,434.44547796938105,1.65,FLAT
R1433,398.88465802569203,374.06500054331144,431.6619653494862,30.0,VERY_STEEP
R1434,416.6864257546104,383.92956952082176,443.1061503362641,7.1,MODERATE
R1435,363.9651254756313,318.6967666900879,381.66632209315685,3.15,GENTLE
R1436,352.9973589872678,305.32113549685096,392.80266892720374,30.0,VERY_STEEP
R1437,380.7929941591191,341.21046423466834,395.87524477342606,30.0,VERY_STEEP
R1438,420.4680762736647,407.0032858394769,434.6230278848171,30.0,VERY_STEEP
R1439,370.18534521229486,333.41917899090083,408.591146716155,7.31,MODERATE
R1440,417.34324333249174,390.93109445758523,435.6967241505711,9.79,MODERATE
R1441,446.99120461072704,418.16316463108456,469.26211466484034,4.09,GENTLE
R1442,359.39007157894184,347.4241359651348,388.39917025901144,1.74,FLAT
R1443,417.26021182251264,399.6177262486583,445.2342644916945,8.46,MODERATE
R1444,394.37502193045714,352.75447762911125,432.7181869330571,5.52,MODERATE
R1445,436.81422543775057,408.6558721158362,471.751497175485,30.0,VERY_STEEP
R1446,367.7149789447386,345.64848927949265,403.49082543601327,30.0,VERY_STEEP
R1447,419.2625952226164,393.9018322640181,457.82476844883473,30.0,VERY_STEEP
R1448,433.81152896481103,389.63554843178383,455.51603806174967,2.96,GENTLE
R1449,444.4614219474023,404.50146125120403,467.3547544194212,3.93,GENTLE
R1450,418.3248028289646,397.4321869417213,445.84471274478676,8.44,MODERATE
R1451,399.7174764008427,385.01740279234775,422.0159633221838,7.77,MODERATE
R1452,411.78472402012136,391.7047951543585,461.1822387789559,14.6,STEEP
R1453,436.89049844787183,390.06024040568246,479.452575504729,6.0,MODERATE
R1454,407.060974663883,373.7974211498928,423.6471621941242,16.21,VERY_STEEP
R1455,353.0387059696837,321.6994976198924,363.2624722049585,30.0,VERY_STEEP
R1456,443.0948695506978,409.23912556299933,454.80620028058854,23.72,VERY_STEEP
R1457,418.95267510315614,394.3115444732955,438.71521314487313,10.08,STEEP
R1458,417.65133857772463,375.3670577649441,432.2229900111989,30.0,VERY_STEEP
R1459,371.5675152397717,340.6360652677617,402.9010398354746,30.0,VERY_STEEP
R1460,415.88854702326574,401.2186309125139,460.20835593236006,17.35,VERY_STEEP
R1461,389.38644056541585,374.22383557225334,428.85644940194493,30.0,VERY_STEEP
R1462,415.1232977041492,383.64893184404445,433.7476602274368,5.95,MODERATE
R1463,360.6593030307991,313.1964943079655,386.63127327183054,4.0,GENTLE
R1464,415.7845304603036,393.4504455932556,446.1002988415547,4.45,GENTLE
R1465,449.94137257706666,405.1597258226979,492.3496065572001,7.34,MODERATE
R1466,354.8212038860556,314.25738042290044,398.3860680103022,30.0,VERY_STEEP
R1467,447.71741842213174,427.80492070585547,494.10615089844276,30.0,VERY_STEEP
R1468,390.69079607228707,379.2371661396374,421.06060609240205,9.7,MODERATE
R1469,437.0753450337259,423.0014544280306,474.84633489116044,10.93,STEEP
R1470,428.2385484058274,389.09879105192977,442.71056325518487,30.0,VERY_STEEP
R1471,406.7016260986668,388.71483657704096,439.31318449682607,17.96,VERY_STEEP
R1472,423.84492092513267,398.9940841049169,443.7925933039781,30.0,VERY_STEEP
R1473,437.8515561301348,407.7835894898778,465.12023153119924,30.0,VERY_STEEP
R1474,390.4140321651033,351.3953054270968,425.7760524973721,22.01,VERY_STEEP
R1475,382.70331615632387,368.1740672259589,402.9827536704751,1.98,FLAT
R1476,416.75933855635844,390.50468234526,428.8467408682289,9.53,MODERATE
R1477,430.7845941941259,401.38167782841805,441.19394845047617,30.0,VERY_STEEP
R1478,426.2285134776616,394.5954309188,437.11489489944245,3.16,GENTLE
R1479,429.78136488586347,387.0469392300548,440.11535438641425,20.03,VERY_STEEP
R1480,393.5583314812933,376.69120367956464,407.9725337436083,28.76,VERY_STEEP
R1481,431.78342161750214,389.47016354443724,451.36297020030736,30.0,VERY_STEEP
R1482,362.02090553706086,324.30576842919476,380.86976610435283,4.8,GENTLE
R1483,404.44890979608493,372.21407722812654,453.9207735632808,20.01,VERY_STEEP
R1484,350.57586604981213,312.59475123370925,372.8161102581699,30.0,VERY_STEEP
R1485,382.458582990027,355.97787343196075,397.555414324403,30.0,VERY_STEEP
R1486,386.64615348713977,371.1102500484148,418.4686552538501,23.32,VERY_STEEP
R1487,389.61726916092556,352.9866595503109,433.9355673768259,6.92,MODERATE
R1488,419.5467206689862,388.55982840156133,456.66913574049323,6.8,MODERATE
R1489,388.8558101270346,353.2808181053236,410.6990936924526,7.01,MODERATE
R1490,394.86936226225305,371.34941102111344,427.33400865391127,12.03,STEEP
R1491,373.75441308743274,327.4797499938393,412.3486520554491,11.83,STEEP
R1492,387.32517916293403,353.83038441991096,426.44935885764374,30.0,VERY_STEEP
R1493,372.72696272631515,359.3108633546802,409.3885009382227,30.0,VERY_STEEP
R1494,357.31959237684435,329.3274327486672,402.1520093678691,30.0,VERY_STEEP
R1495,410.3448593381378,370.0906171483924,455.149077671902,8.09,MODERATE
R1496,416.82127985550164,375.05589738621075,449.9787422317818,9.94,MODERATE
R1497,411.94903460096145,382.1651524904111,439.14328936540994,1.07,FLAT
R1498,396.34940438005725,350.5595015468052,432.01221620266125,30.0,VERY_STEEP
R1499,387.978578017923,367.27184053015105,430.7070580727415,30.0,VERY_STEEP
R1500,436.33336495718254,409.9094170676519,446.55944915082995,1.27,FLAT
R1501,401.9081785136218,355.964302090863,451.58805887421585,3.34,GENTLE
R1502,397.9181877629731,352.06791910410993,415.23393865614105,30.0,VERY_STEEP
R1503,352.5642065806436,315.1356958276564,381.3741660070426,2.28,GENTLE
R1504,384.1247827626156,339.7655608777268,429.0059721563303,30.0,VERY_STEEP
R1505,388.0195618785857,374.4686312003364,407.0211778403537,30.0,VERY_STEEP
R1506,389.88227808969003,345.28247904137896,418.95408704570536,30.0,VERY_STEEP
R1507,408.0172369227332,385.1924406607242,423.3205241299804,30.0,VERY_STEEP
R1508,403.36025467268786,386.2269941755592,429.1633076882156,18.31,VERY_STEEP
R1509,410.79050927934446,391.2157158256626,427.8759274710646,1.18,FLAT
R1510,426.4883261542128,399.76958583365735,451.0334361050591,3.53,GENTLE
R1511,431.29857387160934,411.2508936874307,456.2371425433182,30.0,VERY_STEEP
R1512,421.8123076226494,398.9896041819895,471.5391392065827,30.0,VERY_STEEP
R1513,445.5523695954935,430.15323015262777,495.34489076764436,17.89,VERY_STEEP
R1514,351.82325826763616,329.97618764527624,366.41470941406067,30.0,VERY_STEEP
R1515,369.57779856835464,336.6864459866746,408.61654974148854,7.51,MODERATE
R1516,350.75628749781424,323.0821391741717,362.8261066845783,30.0,VERY_STEEP
R1517,414.7474714154603,390.8787209660239,425.95515202894785,1.91,FLAT
R1518,439.8030548949987,399.94496974071416,454.01641066479726,30.0,VERY_STEEP
R1519,374.34822965762993,328.6078308018972,422.96765593794726,30.0,VERY_STEEP
R1520,442.70345447963064,402.43188556353476,490.33799639541854,7.62,MODERATE
R1521,356.02673902895606,332.7467109442489,373.7838518401833,30.0,VERY_STEEP
R1522,443.4436026805514,403.6659159670493,459.9104961026999,9.24,MODERATE
R1523,385.16226872396345,369.0830614250014,404.7836721846013,30.0,VERY_STEEP
R1524,360.1420828449217,344.92936332127005,390.76396260792734,1.48,FLAT
R1525,398.58717591863257,374.7620944371862,431.375361200049,0.45,FLAT
R1526,375.6776567720508,333.3695620102885,394.54139398962866,30.0,VERY_STEEP
R1527,378.4872901961923,358.6333603065002,418.7522017197901,8.04,MODERATE
R1528,380.72899649262865,368.19886013668145,403.1111232687347,0.86,FLAT
R1529,430.30258978326634,415.03420837501216,477.18784280444277,1.94,FLAT
R1530,403.9161276675255,359.5663289263423,440.1850359257947,5.09,MODERATE
R1531,381.13076991560035,345.7794385257088,408.5848176877448,30.0,VERY_STEEP
R1532,411.03337833109185,390.9053317962928,452.62985839920566,21.91,VERY_STEEP
R1533,421.6150674223194,389.4032344091921,464.331652464186,26.31,VERY_STEEP
R1534,377.2624000733534,346.15921517633933,398.8816642977111,8.6,MODERATE
R1535,391.3549101525351,355.13747101490867,414.9434919059785,13.22,STEEP
R1536,362.1886093336948,342.86110715683014,409.62681548283894,2.84,GENTLE
R1537,368.11493495346804,323.53881546569215,384.7045764879989,5.01,MODERATE
R1538,418.1117853964983,395.7370429132978,429.7978020750157,1.21,FLAT
R1539,368.1438347695627,330.37856861051324,396.3060476739447,2.47,GENTLE
R1540,402.516338366706,391.8713525118174,444.56473437645116,1.09,FLAT
R1541,420.9046261722433,395.9983409764774,461.77135042467313,5.61,MODERATE
R1542,360.6876923094744,336.61929959112206,407.4689174659877,30.0,VERY_STEEP
R1543,406.73122196289034,374.9918448195698,438.05924853765197,30.0,VERY_STEEP
R1544,375.65627837013636,362.7468278990485,389.65886523279767,0.75,FLAT
R1545,446.292687523758,404.6874325747137,479.8402464971986,6.71,MODERATE
R1546,398.3545646719925,379.6433326012897,439.4903892461209,30.0,VERY_STEEP
R1547,430.5992549775158,393.5177423822354,444.33237978830886,3.6,GENTLE
R1548,405.0226542156262,362.89416928586246,421.92895025952976,4.05,GENTLE
R1549,354.3412532854819,321.86617503582136,364.8328797317088,3.82,GENTLE
R1550,413.3151375594022,373.6798092905228,447.0612407372746,6.81,MODERATE
R1551,445.1403342206657,408.6659217320655,490.6097098985019,4.93,GENTLE
R1552,410.16118201463314,385.93999012855284,446.98771465471714,0.17,FLAT
R1553,431.918885942679,389.5645443813364,481.20048944631833,7.3,MODERATE
R1554,438.4206463348408,416.63259153941965,450.94199243483126,0.56,FLAT
R1555,372.8079771948932,339.95946048483256,418.92802060095306,1.44,FLAT
R1556,371.20448399082267,331.3885744251611,413.7672154862899,0.87,FLAT
R1557,411.09809888509915,385.9398624925988,433.66775970507933,1.06,FLAT
R1558,391.10284698067045,368.99214267597347,440.0439090541605,2.52,GENTLE
R1559,433.98613028667205,405.61228987975915,455.5036402135286,0.79,FLAT
R1560,440.0023123398011,397.28377256583497,485.5745012929298,9.19,MODERATE
R1561,385.3421379302718,338.14526740444524,430.57208101323937,0.81,FLAT
R1562,373.6870558974482,341.8837193830526,413.9933605615671,7.58,MODERATE
R1563,428.05255152438616,391.5939033114401,460.59137047690024,0.6,FLAT
R1564,377.4806035548136,331.34965866525704,392.28071353948917,0.68,FLAT
R1565,432.26143185136783,418.31955779485014,463.5403012312278,4.0,GENTLE
R1566,392.37382536487627,373.0906822502297,416.64567559107365,30.0,VERY_STEEP
R1567,416.75498992914703,378.39898967908374,458.4436712553611,8.57,MODERATE
R1568,359.5535313834668,316.6037529069748,399.8786996433406,11.46,STEEP
R1569,412.3859324676573,368.1047713344342,458.8104327625615,2.76,GENTLE
R1570,395.1767678737229,368.5724807995256,405.76997437099124,0.67,FLAT
R1571,408.6608463175474,395.0872502258727,451.0249749904692,2.83,GENTLE
R1572,366.80142077448636,339.29016168250155,414.3399028994731,1.61,FLAT
R1573,423.68737449441824,404.4579908861361,465.25939245874423,0.72,FLAT
R1574,436.2797077543229,414.6318495544579,451.48748614913757,0.73,FLAT
R1575,371.6739800090776,330.78327773557737,384.9251442027131,1.15,FLAT
R1576,359.5714555520162,346.5503721109807,370.40526514432423,1.34,FLAT
R1577,352.36385860463366,309.2606099054056,387.5136676377565,1.05,FLAT
R1578,414.1971500443266,387.0903866113598,449.38405611872207,1.0,FLAT
R1579,410.70940360887806,376.86684636485427,460.18595217760657,2.24,GENTLE
R1580,404.669741271407,391.08365202197984,430.59146823557086,0.71,FLAT
R1581,373.19470961159755,349.70034647730637,396.4709610074974,1.76,FLAT
R1582,389.09059959055145,375.50256282995764,424.06759667792716,0.69,FLAT
R1583,409.4476335186173,360.98588460337294,452.471980418921,6.32,MODERATE
R1584,399.6766858859169,357.3862199128669,447.14764386683703,3.55,GENTLE
R1585,448.77855202148874,420.39324184723034,490.9035186686503,0.76,FLAT
R1586,363.6439752556733,344.69987332272643,390.71093448030547,30.0,VERY_STEEP
R1587,419.51445540475936,372.17625119476526,454.9110248172419,21.4,VERY_STEEP
R1588,390.43187681042923,366.64801298135035,434.68384987907393,1.8,FLAT
R1589,392.81996149256145,376.38058422506646,422.44434902503104,1.04,FLAT
R1590,421.7597765658176,389.23320102765945,440.4272423140333,2.19,GENTLE
R1591,419.24361513243696,371.49265031864434,436.03255272235185,0.39,FLAT
R1592,449.1255993702188,438.97238775020594,459.1319091533411,0.2,FLAT
R1593,362.8394289454125,343.31443521525256,401.5689487446639,0.56,FLAT
R1594,360.4109649384166,312.8730593220003,374.8548532922562,30.0,VERY_STEEP
R1595,422.4338817128741,405.59044303858764,442.1874457007117,0.51,FLAT
R1596,407.83869170064094,393.30895363504817,429.7537449615527,0.47,FLAT
R1597,377.41606665598056,344.6085780239884,409.8312610614513,30.0,VERY_STEEP
R1598,357.9419368988987,313.4681839671055,383.86022799072947,0.98,FLAT
R1599,358.56582495964307,329.481432251886,395.55278464056954,2.31,GENTLE
R1600,439.41908746641184,389.63651719903083,451.64463383955996,2.17,GENTLE
R1601,369.1867324718743,332.01986449035456,384.14430024245183,1.89,FLAT
R1602,382.3371562115521,369.3741599231342,412.3056163528828,0.53,FLAT
R1603,372.6656402226988,322.9523549554198,396.144231736572,1.78,FLAT
R1604,385.4996305831937,359.1838611119861,407.33216509324814,0.68,FLAT
R1605,356.94238427460937,335.44628292079005,369.6235074361103,30.0,VERY_STEEP
R1606,401.90597909082703,369.5908117477116,447.7347460807471,1.49,FLAT
R1607,356.7612563592215,334.5889526863869,394.4339998042235,2.06,GENTLE
R1608,430.03565078223613,416.57735049743,444.9003770550221,0.75,FLAT
R1609,373.3712081910433,363.31407446787625,385.97304650052894,0.53,FLAT
R1610,404.0011914604511,376.01785734364057,452.9960927977008,2.53,GENTLE
R1611,438.0079087561458,394.5333718670821,475.25481077372604,1.78,FLAT
R1612,415.0877369047194,382.19512947951637,441.78597974846906,0.92,FLAT
R1613,403.2957786551335,353.3274866973959,441.3650202853649,1.87,FLAT
R1614,382.4333753115376,360.9595094856496,422.68664677074395,4.91,GENTLE
R1615,383.3001913058198,362.0819887154176,424.49867940137096,1.52,FLAT
R1616,416.948695519819,400.55871711046126,446.06378774594134,0.48,FLAT
R1617,449.41393612211675,432.8513925915033,476.60924644711065,0.46,FLAT
R1618,416.18391898493786,394.77645514453593,426.6250423556939,0.37,FLAT
R1619,405.7783417370025,364.0647399260614,452.84062634267605,3.32,GENTLE
R1620,423.06505102392464,376.8347793984667,457.1973661594824,3.01,GENTLE
R1621,396.52056122837183,347.51707444006456,414.64671871597056,3.65,GENTLE
R1622,356.0142342600785,336.72264809622044,402.798371036936,2.68,GENTLE
R1623,406.229681587791,360.9777797632273,452.82695765860285,3.21,GENTLE
R1624,445.762528450538,422.6323248794445,495.3298950251818,2.54,GENTLE
R1625,367.53029423576595,353.0166724550906,412.4925567613251,2.39,GENTLE
R1626,419.00048908206657,374.19949206125995,468.91186459486914,2.83,GENTLE
R1627,370.09336886590563,334.6491434801609,389.8808163908365,1.51,FLAT
R1628,403.5827684473081,386.99353260406565,447.2727518552775,1.65,FLAT
R1629,359.667644964672,332.4743946641519,402.58877731650256,2.1,GENTLE
R1630,395.0370936258185,373.5467858307358,414.2747079946478,5.27,MODERATE
R1631,425.6163328895246,386.1445501411167,439.5538348495642,1.54,FLAT
R1632,384.7571524238982,356.6205031989275,433.9339729710022,3.81,GENTLE
R1633,416.4911724487218,366.9199746444664,438.33215450954617,11.78,STEEP
R1634,429.54499607897293,417.3551967885891,474.38066769768517,30.0,VERY_STEEP
R1635,442.71778194794524,418.5171713024954,452.88286813492937,0.12,FLAT
R1636,373.4642081855454,344.1882015011463,384.30520047432947,9.77,MODERATE
R1637,389.9315915809308,359.806249390998,418.56644392878553,8.31,MODERATE
R1638,365.24160133304173,342.60416843761624,384.79018869044427,30.0,VERY_STEEP
R1639,449.2483502158375,410.0787402519348,486.8420015532761,20.16,VERY_STEEP
R1640,442.7000967924295,397.71021385287054,475.3226698151477,12.39,STEEP
R1641,403.99571302805595,356.4469409489414,417.0951449260756,26.6,VERY_STEEP
R1642,434.20332943764214,391.9995943656611,450.7084612902708,0.37,FLAT
R1643,402.09579772720423,358.07258983494023,427.6177685295408,0.44,FLAT
R1644,412.358568800276,380.33675677547615,429.7827313584933,30.0,VERY_STEEP
R1645,358.91244321160167,315.8769141545291,400.6013371013588,11.6,STEEP
R1646,425.5270420496808,403.3868856837627,452.169851471812,0.7,FLAT
R1647,362.7713483635235,336.83219787915493,376.50862303722346,0.74,FLAT
R1648,432.60676302525286,409.9302424725111,461.9804791161379,4.85,GENTLE
R1649,428.2028087670386,399.5073153491216,441.8363360094952,2.06,GENTLE
R1650,420.87446977429767,399.4512851247522,436.0319619910903,1.0,FLAT
R1651,353.6160380524762,305.1515803622983,373.2004313336044,3.29,GENTLE
R1652,380.3128355945329,357.79905047430617,424.6939438044325,2.75,GENTLE
R1653,376.3112569910843,362.3894754666467,423.2957582844032,30.0,VERY_STEEP
R1654,386.0136407471519,354.94095410513535,429.06394992043465,10.79,STEEP
R1655,358.7642746763839,346.4803115385768,382.12736337309775,0.46,FLAT
R1656,443.6957823031063,429.27405565076305,464.59363994745956,30.0,VERY_STEEP
R1657,405.38022407123765,386.6046485033878,437.3464517028472,5.76,MODERATE
R1658,380.55243106580235,351.9784210705167,419.42655748712684,11.66,STEEP
R1659,389.69815170742834,362.3681144150672,439.43306323383536,4.08,GENTLE
R1660,394.72025405048356,352.7325795703719,409.9830825256406,7.22,MODERATE
R1661,410.0594333360617,370.4804471806972,422.0311132970139,7.82,MODERATE
R1662,401.5679427696498,374.51521101002174,439.34217832946064,4.59,GENTLE
R1663,441.9391973214417,418.5910290184165,485.22822866159794,0.95,FLAT
R1664,399.69634829058305,377.0375969281231,443.55029948524,30.0,VERY_STEEP
R1665,449.21580148233124,408.2559979905709,486.35434344541767,0.87,FLAT
R1666,435.1424957745096,423.0595995256588,483.3031279392771,30.0,VERY_STEEP
R1667,370.85105143573355,360.3381854553093,401.291241977517,1.07,FLAT
R1668,443.05952146439165,401.2377457873257,489.6121133978402,0.53,FLAT
R1669,361.6366397885476,332.5507847489856,410.3491252682085,17.49,VERY_STEEP
R1670,431.74497084911917,416.5097253069761,475.6312691292435,1.47,FLAT
R1671,388.062329347658,368.63969196387797,410.45267187800283,0.57,FLAT
R1672,437.79743204450693,390.49727392061163,455.64605809131876,0.88,FLAT
R1673,436.805669010745,392.4255499857491,468.73047161001773,1.62,FLAT
R1674,430.59254001176214,392.20113800280325,458.7131300269697,1.41,FLAT
R1675,429.00304363070614,399.7140344172131,474.1133773184155,1.99,FLAT
R1676,380.46791390980405,349.6549688621486,394.4691807524902,30.0,VERY_STEEP
R1677,358.09192830512524,309.0821468937669,378.401530757586,30.0,VERY_STEEP
R1678,390.29801787651616,341.6672001211447,430.3699756572645,30.0,VERY_STEEP
R1679,367.35245149865085,348.7416896672175,381.15191729774335,2.46,GENTLE
R1680,419.4951088902462,377.05092623803347,442.32568545111417,12.07,STEEP
R1681,384.6099726537785,366.72026600709785,410.09618841593783,30.0,VERY_STEEP
