node_id,latitude,longitude
N002290,2808931.562663,359652.534862
N002291,2810915.841706,359746.865474
N002292,2787248.153277,337814.247098
N002293,2786332.915355,339091.401244
N002294,2783827.734007,351654.251777
N002295,2783871.044343,354518.478706
N002296,2818787.504255,330655.192791
N002297,2818847.453865,330698.628945
N002298,2814489.753837,346311.795604
N002299,2814456.274081,346305.346664
N002300,2809951.690807,346347.661442
N002301,2809925.73319,346348.914065
N002302,2810829.230089,342354.71974
N002303,2810818.775115,342371.510136
N002304,2782442.649753,345857.667648
N002305,2782468.660099,345846.801698
N002306,2809889.562799,354686.633063
N002307,2822049.794085,346891.657206
N002308,2811600.778291,345099.08719
N002309,2785758.940537,355821.348585
N002310,2819432.856326,346786.448834
N002311,2810788.617362,352587.77653
N002312,2787270.622215,337756.530447
N002313,2823627.014709,325837.554429
N002314,2837916.845487,331652.542607
N002315,2783379.942506,354714.809091
N002316,2784674.806987,354852.892961
N002317,2789963.315877,337691.389501
N002318,2787027.272338,337337.532824
N002319,2790744.302287,334246.401137
N002320,2789961.588966,333092.833461
N002321,2810883.759634,345030.468262
N002322,2812881.347954,349205.813441
N002323,2785846.008001,340671.809568
N002324,2785851.625218,340694.364121
N002325,2783334.593058,346588.684344
N002326,2783347.945857,346612.758755
N002327,2797146.224649,356393.546908
N002328,2822307.184504,327315.757428
N002329,2820206.858726,329331.60881
N002330,2805776.371658,360454.404582
N002331,2806372.490396,345493.448126
N002332,2806417.276186,344837.999857
N002333,2788881.343507,328909.477991
N002334,2788826.470322,328376.254597
N002335,2790724.495367,334402.107205
N002336,2797119.838995,356388.422249
N002337,2797126.766476,356374.457211
N002338,2785111.785661,355305.634099
N002339,2785166.116267,355345.131352
N002340,2802402.924612,337714.77305
N002341,2823045.69834,346533.526069
N002342,2796858.633408,341017.885124
N002343,2785546.765768,340936.974859
N002344,2808310.587257,339128.130628
N002345,2784945.025656,341274.479526
N002346,2794073.514448,326406.867433
N002347,2796448.341997,333679.236758
N002348,2791895.114714,339331.835266
N002349,2789995.032954,327484.969184
N002350,2824338.344162,342418.030329
N002351,2825792.768461,341631.334709
N002352,2825839.882951,341554.769052
N002353,2831492.905056,339419.114179
N002354,2828377.034524,337141.109029
N002355,2839377.246479,343339.118858
N002356,2824242.664847,342474.394759
N002357,2785299.709177,362785.888344
N002358,2783934.752342,367692.041007
N002359,2786245.137065,399777.171731
N002360,2785972.087234,398910.105034
N002361,2786223.693303,362952.257832
N002362,2785909.278623,363145.728997
N002363,2785518.05937,394998.478381
N002364,2785535.376665,394968.943633
N002365,2785962.439275,398888.054655
N002366,2785884.694384,363144.130422
N002367,2789094.639431,392605.288235
N002368,2789081.528616,392577.084662
N002369,2784173.36294,367792.111027
N002370,2784181.617946,367817.925329
N002371,2783667.164762,369610.046215
N002372,2782237.794418,372894.210092
N002373,2786372.965849,375489.145574
N002374,2786315.747861,375660.670684
N002375,2785192.575812,398251.968508
N002376,2790720.366264,380636.799012
N002377,2795159.616035,385303.444582
N002378,2792473.741807,393570.406244
N002379,2820939.656439,370202.220247
N002380,2820932.176176,370185.480892
N002381,2820924.701399,370172.742398
N002382,2815866.521677,359837.515059
N002383,2815834.602127,359839.262945
N002384,2810916.446901,359688.934276
N002385,2793445.259181,345628.216651
N002386,2793471.188498,345605.140683
N002387,2815310.347871,359629.592113
N002388,2820351.481043,369566.28357
N002389,2821157.993159,363475.0181
N002390,2794642.131198,350565.803606
N002391,2815787.658319,361227.253969
N002392,2821372.977151,365776.285586
N002393,2816079.257706,360499.363027
N002394,2829541.327792,388358.980514
N002395,2890829.26916,380903.534016
N002396,2892070.393681,381235.992583
N002397,2895965.286474,383007.032932
N002398,2890809.332013,380839.29937
N002399,2890889.636633,381230.734045
N002400,2890895.911817,381204.654825
N002401,2890809.2806,380859.4164
N002402,2890786.818778,380854.331193
N002403,2890819.939154,380872.442442
N002404,2764270.902914,445063.157308
N002405,2764122.611704,443686.570453
N002406,2756497.142756,382029.609569
N002407,2759356.432815,379027.412248
N002408,2755867.061552,381174.005421
N002409,2753055.559317,385951.249367
N002410,2753436.127221,386180.766555
N002411,2754897.558195,386834.564878
N002412,2755075.550656,386904.795386
N002413,2744902.344331,374237.794834
N002414,2746953.611054,371804.019113
N002415,2744803.678084,375678.204422
N002416,2744848.165833,374246.145944
N002417,2893568.75655,384171.191774
N002418,2890911.029038,380713.737993
N002419,2890584.15114,381078.56998
N002420,2890576.899771,381074.494099
N002421,2890904.933561,380708.042812
N002422,2891021.214583,380580.697568
N002423,2891780.389014,379723.970288
N002424,2749529.314763,456151.086899
N002425,2750928.607277,457848.282454
N002426,2787752.411797,362550.430222
N002427,2788865.3848,363922.957048
N002428,2780506.230094,373938.78712
N002429,2782865.88126,373654.982118
N002430,2780540.233334,374066.572707
N002431,2780674.270634,374488.230766
N002432,2780716.330835,374629.234516
N002433,2782672.938104,367604.633265
N002434,2893899.706731,367155.041646
N002435,2893260.50546,365624.678787
N002436,2893911.746589,367160.603167
N002437,2893235.734652,365598.018904
N002438,2891861.479342,363758.821265
N002439,2891221.375798,362456.237077
N002440,2887379.577764,360366.236724
N002441,2887416.816987,360277.835342
N002442,2887309.857883,359354.012474
N002443,2887373.315262,359546.65414
N002444,2887303.415498,359327.916463
N002445,2887387.758779,359573.546332
N002446,2887862.643649,359355.052503
N002447,2887541.494993,359929.614615
N002448,2885732.32918,357054.13603
N002449,2888130.739331,486448.121458
N002450,2888873.272876,486284.472707
N002451,2886625.420723,487280.475453
N002452,2887904.506887,486663.672055
N002453,2888442.729837,487398.317831
N002454,2890224.099106,502857.442815
N002455,2891811.78845,497331.609219
N002456,2887314.660963,486852.346643
N002457,2830484.23526,376385.83537
N002458,2832770.892046,374259.257138
N002459,2895806.479122,347273.360304
N002460,2895374.224703,353838.888582
N002461,2895359.691472,353867.295127
N002462,2897579.685168,348579.263725
N002463,2899600.702356,349578.169503
N002464,2887376.923832,359570.538792
N002465,2821114.084275,370044.093435
N002466,2818221.563631,372698.143825
N002467,2819147.011378,376398.788279
N002468,2819225.661783,376013.376278
N002469,2830612.703347,386936.848459
N002470,2828767.969606,387175.04022
N002471,2828745.608918,387190.572499
N002472,2828356.338985,387621.847989
N002473,2828540.788288,387330.114178
N002474,2828750.182984,388241.258743
N002475,2828222.258219,387814.808112
N002476,2790005.924086,368421.662641
N002477,2814254.883078,381925.896215
N002478,2814247.82286,381947.838359
N002479,2814203.50833,380870.769701
N002480,2816859.199383,387920.634701
N002481,2814953.329891,383379.353363
N002482,2814906.302765,383357.624985
N002483,2788349.671215,389496.358472
N002484,2789489.491362,391561.053974
N002485,2761624.133246,466774.471959
N002486,2759992.62476,465135.204191
N002487,2867690.76183,469319.577222
N002488,2868010.511621,470000.451978
N002489,2868304.202654,470127.71506
N002490,2868202.861557,472418.443485
N002491,2883135.719615,495930.232021
N002492,2882918.629236,489893.735645
N002493,2886943.18382,495804.161872
N002494,2884720.649968,497665.973277
N002495,2882993.754955,498279.487159
N002496,2883104.559177,497743.820213
N002497,2896819.260854,375399.166042
N002498,2896785.122222,375754.718625
N002499,2896787.982398,375789.186673
N002500,2889782.167147,419766.579298
N002501,2889319.408907,420118.631225
N002502,2891639.38717,418300.12259
N002503,2889784.632749,419241.082448
N002504,2894400.686816,417486.222807
N002505,2823606.277748,325885.818771
N002506,2824450.858274,338950.701722
N002507,2771008.520215,417904.606737
N002508,2770050.658944,419103.076754
N002509,2769640.349511,419525.822639
N002510,2769102.455589,421444.553426
N002511,2749352.396694,426591.236673
N002512,2749262.549334,426603.073808
N002513,2750109.51538,428091.553046
N002514,2743374.911455,422575.942993
N002515,2743422.702331,423446.00121
N002516,2743854.176163,423787.339691
N002517,2744155.481742,423882.60726
N002518,2744205.153747,423897.364946
N002519,2746035.468062,424348.029321
N002520,2744775.745293,402521.8961
N002521,2744311.484095,404610.282549
N002522,2744280.447139,404725.155166
N002523,2744031.400297,406282.837102
N002524,2744188.863753,406475.176157
N002525,2743822.744968,408140.589997
N002526,2771965.770025,337526.278882
N002527,2771974.493547,337338.931408
N002528,2771915.750594,336914.820761
N002529,2771939.189198,336262.835567
N002530,2772128.427246,363367.061701
N002531,2769846.126179,364582.942359
N002532,2771186.236097,335973.165713
N002533,2769982.406528,334467.996002
N002534,2751787.182976,333048.536234
N002535,2750121.385327,333857.653242
N002536,2752653.740956,340863.412626
N002537,2752886.707909,339949.226134
N002538,2752710.079544,332599.092438
N002539,2757433.321108,333298.437736
N002540,2758200.935212,333680.272099
N002541,2758191.482313,333844.266488
N002542,2758098.376756,333941.310129
N002543,2750727.649225,435065.085658
N002544,2751767.285722,432297.041713
N002545,2754336.28426,429052.809755
N002546,2754707.368945,425353.82051
N002547,2761696.433283,438476.744122
N002548,2761675.175004,438473.670905
N002549,2762584.759877,438717.979193
N002550,2752574.121307,436043.813072
N002551,2761325.950598,438409.891309
N002552,2761373.127938,438411.35507
N002553,2764073.877561,445731.364778
N002554,2763841.40553,448623.194712
N002555,2767612.186063,442615.510584
N002556,2768579.701423,442545.541695
N002557,2767208.655124,442769.604146
N002558,2749733.732753,349852.436152
N002559,2751143.579956,348495.257132
N002560,2752347.719515,347371.775753
N002561,2752444.325408,347170.619697
N002562,2753701.330333,346011.044711
N002563,2756329.663091,426633.012679
N002564,2768998.574248,356212.467953
N002565,2767494.787368,359762.26112
N002566,2890070.104757,377946.541872
N002567,2890587.816202,376425.099157
N002568,2774447.260539,339998.674544
N002569,2774475.353606,340015.559568
N002570,2774157.750073,342024.172035
N002571,2773120.075958,345010.299498
N002572,2748485.11756,415332.309155
N002573,2749042.014914,414858.99761
N002574,2745408.991608,415060.493097
N002575,2745515.14408,413999.230621
N002576,2749305.727483,415054.438514
N002577,2864857.177636,387956.213558
N002578,2866078.418993,387918.887429
N002579,2864920.291135,387993.819385
N002580,2864840.350868,388354.578881
N002581,2864692.552751,388153.515402
N002582,2864529.960419,388403.997834
N002583,2866031.305924,387587.76986
N002584,2866284.755323,388105.195933
N002585,2750813.760049,418104.084248
N002586,2748994.617465,416410.210206
N002587,2752512.502421,419994.52183
N002588,2752270.850273,420004.17706
N002589,2751947.47456,420027.065529
N002590,2733111.327651,418569.09066
N002591,2888879.213086,378945.724138
N002592,2889089.213216,378725.453984
N002593,2888988.79977,379125.477801
N002594,2888937.763077,378934.158462
N002595,2892249.261686,377197.177188
N002596,2893446.721688,377148.253408
N002597,2894898.109132,373742.241444
N002598,2896008.011925,373486.558726
N002599,2894856.258833,374276.447997
N002600,2895077.682303,374346.323704
N002601,2895311.137584,374908.175807
N002602,2894948.5636,374720.138495
N002603,2894968.356057,374730.745159
N002604,2894889.752243,375310.607418
N002605,2894903.67208,375313.360028
N002606,2889693.872516,377061.812547
N002607,2889990.901977,376135.089158
N002608,2889522.332886,376121.697547
N002609,2890298.723237,376007.41888
N002610,2824131.099195,342399.352248
N002611,2893369.005788,468244.17286
N002612,2895109.444783,468257.07326
N002613,2894781.244259,467319.288862
N002614,2895112.302279,468288.708218
N002615,2894761.799245,467296.365198
N002616,2895142.25221,468854.335952
N002617,2895044.391043,469707.789973
N002618,2895119.880019,468369.350521
N002619,2897041.642206,474757.026561
N002620,2909210.605787,481610.665672
N002621,2894880.668131,471489.463787
N002622,2894928.809232,471540.354686
N002623,2893571.243116,466160.788728
N002624,2891033.096601,475880.360956
N002625,2891385.263193,476094.665197
N002626,2890991.060599,475854.622895
N002627,2891406.625359,476107.199247
N002628,2892716.584716,476859.417503
N002629,2890585.081807,475636.73615
N002630,2890548.553667,475615.165291
N002631,2890056.517294,475292.343919
N002632,2890025.506231,475270.081935
N002633,2887202.057188,474671.041975
N002634,2887941.542551,486596.730702
N002635,2885498.445003,486571.57537
N002636,2886979.713002,486927.381939
N002637,2885469.675958,486579.805968
N002638,2883469.871019,485515.051582
N002639,2883442.07466,485504.488744
N002640,2882252.899304,484695.552951
N002641,2882254.536979,484668.407335
N002642,2880468.230113,479796.563091
N002643,2884837.879148,480381.267638
N002644,2885106.132781,479619.934267
N002645,2884832.994648,480403.762145
N002646,2885111.769956,479598.561761
N002647,2885848.282782,477889.184769
N002648,2885855.762073,477873.81737
N002649,2886481.818383,476712.329056
N002650,2886493.419145,476690.60071
N002651,2887297.026081,474189.735642
N002652,2884793.593148,480557.856096
N002653,2889209.725338,472463.296758
N002654,2887307.575051,474036.372216
N002655,2821538.960535,370878.04371
N002656,2821927.99507,371273.378716
N002657,2824051.233357,371586.354556
N002658,2820646.63632,370609.620168
N002659,2827388.531255,377206.542417
N002660,2824773.553137,375871.607968
N002661,2824771.266497,375863.798596
N002662,2823400.348871,374883.098251
N002663,2823012.054355,374150.002243
N002664,2823044.521202,374134.478405
N002665,2821930.810796,371290.392906
N002666,2828760.568522,376591.041895
N002667,2827406.706758,377195.778456
N002668,2818868.232075,375698.332514
N002669,2818927.972289,375710.7606
N002670,2786307.526533,356388.743564
N002671,2788442.934135,356475.936333
N002672,2811751.008344,370001.023733
N002673,2811774.11942,370046.171942
N002674,2792298.41886,388699.780343
N002675,2797320.375846,389754.699942
N002676,2798466.37994,390124.634472
N002677,2824732.704567,381893.991246
N002678,2819266.958243,384157.267382
N002679,2819002.341202,383918.717494
N002680,2818330.078836,382896.619975
N002681,2831197.062592,379917.165658
N002682,2832133.608694,379885.256922
N002683,2832141.647434,379900.27411
N002684,2831328.14458,378476.859053
N002685,2829906.816048,377638.727579
N002686,2830332.622343,376439.61563
N002687,2827944.875339,373268.106666
N002688,2830346.376389,376457.824117
N002689,2828291.323337,373628.68796
N002690,2828137.733886,373605.762427
N002691,2831028.702382,379777.46829
N002692,2826346.762573,405039.578616
N002693,2826372.647372,406630.612468
N002694,2826740.972061,405570.269417
N002695,2826482.456426,405234.225299
N002696,2826333.523896,404710.761293
N002697,2826280.822101,404887.009423
N002698,2826331.81504,404698.813416
N002699,2827268.655029,390805.554558
N002700,2826535.620812,391598.860088
N002701,2747261.719697,407242.599285
N002702,2747018.648367,408614.656699
N002703,2746888.949826,409903.175048
N002704,2746900.158979,410082.583796
N002705,2746875.944373,410104.021713
N002706,2746850.610705,410117.064664
N002707,2746509.298105,410085.168033
N002708,2745977.693097,410355.643919
N002709,2745557.443651,411191.682566
N002710,2745126.63212,412026.935024
N002711,2745095.401341,412086.376905
N002712,2744975.299949,412489.518403
N002713,2745147.199982,412998.853718
N002714,2745457.016661,413309.545654
N002715,2745819.463838,413597.096442
N002716,2745720.055498,413763.158998
N002717,2745676.588924,413790.012931
N002718,2748611.529,406216.607825
N002719,2748509.927163,404107.497145
N002720,2748922.076781,401009.553137
N002721,2743747.243717,408548.978208
N002722,2743822.274733,410320.156974
N002723,2745004.43718,412368.853888
N002724,2802766.827841,358446.481879
N002725,2801139.828684,358903.842844
N002726,2799589.468697,357281.633777
N002727,2798547.869113,356950.046927
N002728,2799022.73859,356867.608028
N002729,2799432.296755,357299.847346
N002730,2746990.496015,407743.936694
N002731,2745621.532057,407501.685085
N002732,2744005.320266,407067.327198
N002733,2895408.629441,374595.866588
N002734,2895672.961943,374793.73862
N002735,2892706.075247,369848.687232
N002736,2890866.409405,384573.752485
N002737,2890537.704985,380669.897463
N002738,2890534.197583,380676.70458
N002739,2890590.22708,380717.524382
N002740,2890583.823118,380722.515105
N002741,2890621.528442,380746.748336
N002742,2890615.819164,380752.085393
N002743,2890706.962452,380825.582756
N002744,2890700.127664,380830.449547
N002745,2887235.062196,380257.640324
N002746,2891753.386214,360402.852608
N002747,2891814.445808,360400.948616
N002748,2891953.971839,359325.168589
N002749,2894677.295377,365189.784548
N002750,2891884.478167,363776.650094
N002751,2895068.507676,367075.844577
N002752,2896779.777083,375912.728701
N002753,2897430.329843,375806.70085
N002754,2897581.160468,375755.568007
N002755,2898841.455194,379542.704608
N002756,2888124.855005,377183.962195
N002757,2887776.270593,375089.362325
N002758,2888597.529245,377272.817398
N002759,2888616.461011,374984.626697
N002760,2896489.806505,380412.840929
N002761,2897327.630152,377863.406083
N002762,2888828.796441,378828.440873
N002763,2893654.971256,377109.73626
N002764,2893499.56014,376974.997757
N002765,2897172.287316,367224.813344
N002766,2897427.727941,367178.186398
N002767,2894920.157615,367306.347993
N002768,2896639.219033,367234.649201
N002769,2893807.687623,367166.70675
N002770,2895093.442369,367325.002605
N002771,2893689.710795,367564.8669
N002772,2893577.787008,367688.381274
N002773,2893680.734907,367555.388044
N002774,2893991.347562,367307.152732
N002775,2893999.056157,367319.217811
N002776,2891585.329427,357871.002008
N002777,2891412.073902,356093.207643
N002778,2893937.394361,368962.754004
N002779,2893964.359114,369445.414777
N002780,2896980.290096,374482.428747
N002781,2896428.175162,374673.68279
N002782,2896290.004555,374677.465493
N002783,2753292.465847,385124.67807
N002784,2898074.194693,380008.873818
N002785,2898157.156367,379257.816274
N002786,2763959.607514,403089.10601
N002787,2765180.553154,398027.469654
N002788,2773852.634083,340620.055347
N002789,2887882.973677,370707.868677
N002790,2887883.428175,370732.376779
N002791,2887896.750605,370700.394393
N002792,2887913.595403,370715.283819
N002793,2889096.222062,371914.240613
N002794,2889150.628808,371941.767344
N002795,2893987.760154,373931.882244
N002796,2892695.256664,373680.244873
N002797,2888800.956645,370866.138135
N002798,2888762.942679,370862.43067
N002799,2884146.128212,358010.654511
N002800,2880580.758361,358077.240414
N002801,2884674.283741,358027.401695
N002802,2884648.145042,358027.947396
N002803,2885044.565571,357245.167492
N002804,2885017.032075,357222.346172
N002805,2897346.385153,375082.453425
N002806,2750707.043875,435177.365298
N002807,2750618.067899,435460.415619
N002808,2744034.311598,484157.082312
N002809,2753250.301485,384027.425017
N002810,2754223.046543,383057.655849
N002811,2752736.478342,384781.251539
N002812,2753159.617026,384823.528335
N002813,2752369.336819,385253.906238
N002814,2746545.3889,486006.33921
N002815,2751608.780104,488438.28581
N002816,2746845.719231,494044.898493
N002817,2749315.20386,493255.568194
N002818,2763478.69758,486372.108855
N002819,2763499.872128,486615.742444
N002820,2762242.326415,486414.389174
N002821,2753345.265097,488968.900766
N002822,2761547.487423,487847.906641
N002823,2744582.472239,481473.06464
N002824,2752510.742023,462686.316513
N002825,2754447.956392,383860.861552
N002826,2875416.165395,485774.14137
N002827,2875651.35897,485931.920357
N002828,2874896.374644,484029.970899
N002829,2874483.446314,484118.744821
N002830,2875413.996111,485233.306071
N002831,2873521.114056,482061.971731
N002832,2876286.512153,485118.936434
N002833,2875789.052534,484347.935413
N002834,2875280.596201,485192.072179
N002835,2876221.155306,486101.307883
N002836,2875633.678832,485988.535715
N002837,2876020.560826,485363.688658
N002838,2875949.359921,485466.166886
N002839,2875910.661058,485302.068769
N002840,2875692.083271,485166.707837
N002841,2875430.080718,485015.029705
N002842,2876380.793784,486740.341479
N002843,2875020.459526,486246.433585
N002844,2875032.345909,487023.520338
N002845,2875595.221054,484804.843315
N002846,2872695.055721,484572.565095
N002847,2748877.830635,416193.790218
N002848,2748522.74885,415488.793772
N002849,2747902.480603,415168.324859
N002850,2886104.777946,358259.999886
N002851,2885215.634855,360766.279737
N002852,2885446.219147,360896.942195
N002853,2886434.673803,361253.630486
N002854,2753792.591484,387679.4214
N002855,2750851.744063,386480.361275
N002856,2751842.114333,386730.93118
N002857,2752877.001644,386333.509195
N002858,2752785.429524,386505.783095
N002859,2753810.745704,386524.934515
N002860,2752338.53759,385747.443568
N002861,2751882.92902,386393.356251
N002862,2752798.530227,387042.530114
N002863,2778038.661012,407728.709843
N002864,2777591.020506,414839.134861
N002865,2776931.228819,416843.828421
N002866,2776389.175846,412769.954247
N002867,2887222.805861,356497.908564
N002868,2887212.603044,356499.916703
N002869,2885659.333005,356509.175048
N002870,2886058.209415,356596.487312
N002871,2886050.266842,356608.534223
N002872,2885668.429185,356531.2037
N002873,2885643.764248,356514.585778
N002874,2885587.527704,356004.835686
N002875,2886882.469404,380283.213382
N002876,2889872.620531,342806.238461
N002877,2889201.500839,351531.595605
N002878,2744722.962256,493980.830249
N002879,2741930.505679,498805.723332
N002880,2744811.761114,493963.133352
N002881,2751993.733887,389295.800371
N002882,2751993.399354,389254.811066
N002883,2751921.445048,389341.741708
N002884,2751994.081977,389319.978905
N002885,2751883.423559,389341.991495
N002886,2755018.628329,406089.884811
N002887,2751014.513765,395674.944202
N002888,2887513.37513,359896.034529
N002889,2885323.796143,359952.83472
N002890,2886041.520048,356621.182517
N002891,2885822.308661,357662.918508
N002892,2884215.298277,354692.61122
N002893,2886493.082496,355778.096361
N002894,2888051.685003,351331.805611
N002895,2888682.478414,351154.756096
N002896,2882016.880382,338711.639951
N002897,2886587.812093,334499.65888
N002898,2893079.647049,378342.990366
N002899,2893151.835924,378270.9277
N002900,2894324.006543,377149.954174
N002901,2893082.985145,378348.49005
N002902,2893878.347162,377564.293837
N002903,2893969.835994,377473.578629
N002904,2894333.012627,377131.186521
N002905,2894730.930104,376738.224074
N002906,2894735.373403,376745.083478
N002907,2894340.149979,377134.312897
N002908,2895405.878342,376094.550654
N002909,2895129.535455,376360.495628
N002910,2895446.846745,375777.677419
N002911,2895822.943443,375624.83338
N002912,2895478.861576,376020.801783
N002913,2894748.511683,376732.173539
N002914,2895457.60917,376029.574644
N002915,2894521.855161,376945.337192
N002916,2894364.319272,376846.781099
N002917,2893778.066313,375901.064108
N002918,2894409.713815,374726.534522
N002919,2894506.914585,376948.574273
N002920,2894359.510312,376853.942753
N002921,2894583.712487,376908.86816
N002922,2896269.568244,377639.117544
N002923,2896073.838583,377646.896813
N002924,2895981.015579,380513.726537
N002925,2895472.582803,378045.638057
N002926,2895889.718653,377678.094265
N002927,2893995.593723,378226.953514
N002928,2896074.473627,377638.28724
N002929,2896270.40889,377629.850389
N002930,2896728.728523,377660.288451
N002931,2896704.192176,377575.784555
N002932,2896305.18472,377629.368801
N002933,2894743.18787,378014.735278
N002934,2894318.445175,378123.331737
N002935,2893042.99408,381219.389259
N002936,2762590.016628,384715.139585
N002937,2762617.241409,384704.334855
N002938,2761994.441861,386714.856761
N002939,2762018.570435,386775.588437
N002940,2764855.868246,392390.96529
N002941,2763904.488418,392047.996026
N002942,2763176.40982,390389.318431
N002943,2763176.1217,390375.506954
N002944,2763176.287823,390407.325903
N002945,2763654.257719,390989.581846
N002946,2763647.774986,390974.782813
N002947,2763750.538388,391207.217535
N002948,2763706.89476,391108.050403
N002949,2762164.908692,387032.522202
N002950,2762765.572595,388019.159107
N002951,2761572.110853,382832.556862
N002952,2761580.045187,382896.79427
N002953,2761770.644394,382323.267191
N002954,2760529.82001,380376.288951
N002955,2760589.301547,380410.924929
N002956,2759789.040107,379022.565098
N002957,2763079.043097,389905.779451
N002958,2763112.73499,389952.343669
N002959,2759725.337671,378916.91906
N002960,2759931.695641,378834.923827
N002961,2762162.509427,377789.52258
N002962,2764071.523568,379185.939569
N002963,2756666.033843,370029.583278
N002964,2755895.703282,369901.397055
N002965,2897316.42986,375254.171756
N002966,2753355.152902,488969.070293
N002967,2753566.792772,489702.282695
N002968,2793916.213899,372516.46274
N002969,2793880.873346,372517.338228
N002970,2792326.733046,355488.367844
N002971,2792339.800492,355482.432536
N002972,2789995.736302,356931.91549
N002973,2790982.136055,356266.340325
N002974,2790605.921158,351835.993518
N002975,2791188.969729,351404.876795
N002976,2790558.693052,351834.650494
N002977,2790430.212768,351737.481989
N002978,2791619.517287,354878.785358
N002979,2744531.599642,377718.909838
N002980,2744533.680257,377671.599632
N002981,2744525.718357,377921.576361
N002982,2744807.813647,375713.348597
N002983,2744450.160204,373928.941537
N002984,2743574.064543,373673.619113
N002985,2744073.141491,374759.338054
N002986,2789033.814137,389085.091227
N002987,2789017.265347,389055.626394
N002988,2788769.509449,388803.351346
N002989,2788447.284714,388326.812123
N002990,2788946.464997,389178.329232
N002991,2792657.887536,375783.31232
N002992,2793361.947707,374566.034526
N002993,2786866.350009,392000.604869
N002994,2786623.06278,389961.771894
N002995,2786647.7789,393364.202912
N002996,2786875.928733,392031.355024
N002997,2787759.893001,392649.805863
N002998,2785036.366572,397302.056519
N002999,2785039.25112,397283.827108
N003000,2784957.570077,396879.834477
N003001,2786532.559595,399648.680332
N003002,2786534.204751,399661.328808
N003003,2786419.348093,399754.133522
N003004,2786402.23274,399742.791431
N003005,2786342.085163,399970.800896
N003006,2786265.778794,399783.400689
N003007,2786284.082504,399908.278804
N003008,2786342.774296,399977.970673
N003009,2786367.597174,401128.26918
N003010,2786320.723282,401203.484056
N003011,2787626.228388,391294.768462
N003012,2787563.175737,391046.696998
N003013,2787629.523258,391302.362182
N003014,2787701.213546,391656.381147
N003015,2787707.042564,391667.027925
N003016,2788032.152524,391790.437383
N003017,2788034.505473,391814.779572
N003018,2788485.208548,392507.69136
N003019,2785045.930247,395705.45879
N003020,2785048.787218,395685.334739
N003021,2785017.318614,395762.331126
N003022,2784999.983087,395778.615149
N003023,2784949.452322,396852.128633
N003024,2790816.255895,414174.340611
N003025,2796848.39265,409931.158579
N003026,2791102.266612,414102.390027
N003027,2787801.624292,420020.522596
N003028,2794284.810156,419433.862864
N003029,2794386.445024,419676.679716
N003030,2791188.416407,414192.907459
N003031,2794460.92995,421124.889186
N003032,2791256.89592,421793.505744
N003033,2791262.944269,421804.691029
N003034,2790632.482967,421660.076744
N003035,2791145.173371,421936.456
N003036,2784315.816768,373322.645153
N003037,2784356.279923,373338.908032
N003038,2785899.751451,374433.386712
N003039,2786065.265004,369148.706812
N003040,2784270.914157,373342.969823
N003041,2784206.987425,367866.293551
N003042,2786052.762052,369081.937619
N003043,2774895.591532,374435.7373
N003044,2774962.435736,374436.625582
N003045,2775728.160401,374448.55394
N003046,2778698.860385,374172.561774
N003047,2801100.162347,358868.996106
N003048,2800721.032217,358387.048489
N003049,2890767.699226,380887.052023
N003050,2888866.738399,380625.857996
N003051,2889505.209535,380611.915945
N003052,2889504.137772,380605.586254
N003053,2889431.286261,380606.60766
N003054,2889431.933099,380613.373479
N003055,2889367.70402,380607.864159
N003056,2889368.024609,380615.17701
N003057,2889901.549749,379913.289709
N003058,2888893.826397,379819.02574
N003059,2889643.281871,381704.653803
N003060,2889654.438272,382120.558597
N003061,2889832.536787,380470.486794
N003062,2888382.453265,379761.88989
N003063,2886408.980778,378791.294854
N003064,2889045.191484,381210.121483
N003065,2889322.083706,381670.613644
N003066,2888891.395637,380729.756664
N003067,2888598.808787,379316.715671
N003068,2888691.721155,379799.238507
N003069,2888647.347304,379796.778571
N003070,2888645.927128,379788.635074
N003071,2888690.829296,379792.659986
N003072,2889324.849251,381703.908338
N003073,2889287.811645,381636.522316
N003074,2891495.528746,367423.976004
N003075,2893616.264493,367622.651694
N003076,2889919.070433,368588.976764
N003077,2890942.179149,367417.813374
N003078,2889158.078683,371906.279135
N003079,2889608.534823,371767.202639
N003080,2889165.233512,371038.390926
N003081,2889166.484333,371514.374906
N003082,2891235.717745,379254.600818
N003083,2891666.870357,379026.987686
N003084,2891808.516419,378789.981819
N003085,2891696.297239,379027.511503
N003086,2891664.083114,379052.727058
N003087,2891491.461286,379136.95644
N003088,2891902.789304,379587.690818
N003089,2891735.390825,379182.05639
N003090,2892371.150553,379079.331996
N003091,2892361.419142,379097.807067
N003092,2892357.586504,379094.232243
N003093,2892597.019794,378825.228708
N003094,2891583.264353,379956.20433
N003095,2891028.725101,380589.105383
N003096,2888716.432204,379991.464569
N003097,2889339.698237,381699.603414
N003098,2888572.673159,377752.932954
N003099,2888586.471872,378935.940673
N003100,2888538.689114,377762.324366
N003101,2888569.270548,376574.795398
N003102,2889367.733127,381824.016165
N003103,2889456.954517,382245.835882
N003104,2896116.852125,375232.981006
N003105,2895832.405532,375611.900413
N003106,2892329.72512,378731.91723
N003107,2892029.162891,378722.064089
N003108,2892310.076445,378706.769623
N003109,2891972.328432,378705.227084
N003110,2891975.75771,378706.90875
N003111,2892307.224456,378712.071779
